iteration,variance,skewness,curtosis,entropy,prediction
5,4.2671905,2.756338,-3.8654385,-3.9505928,0.44102138
5,4.1793146,6.204521,-3.140978,-5.0935326,0.4347299
5,4.6901417,-0.8335309,-2.2578328,-2.0371459,0.44209912
5,2.135508,4.365051,0.78057545,-2.7558239,0.46805733
5,3.5473926,-2.7949378,-3.9197905,-2.3393362,0.42536008
6,2.5854256,4.7600045,-1.664783,-4.476467,0.4597049
6,4.8435946,1.8185506,-4.1757736,-4.0540814,0.4414818
6,2.4788914,5.4162393,2.142334,-2.1084921,0.4635725
6,4.330292,-0.6943859,-3.9848766,-3.4611855,0.43896887
6,0.5069283,1.2594115,1.5470719,-2.2018685,0.4857618
6,3.2951765,1.6590594,-2.786856,-3.383143,0.4529312
6,2.7673361,-0.5023394,1.0474122,-0.56091213,0.45421293
6,1.1889044,3.1488035,1.7640754,-2.8386178,0.49314177
6,1.2563884,-0.83439136,1.7590832,-1.3099674,0.47186828
6,1.1803914,4.178605,1.4201024,-3.6456337,0.490346
6,2.2414932,1.9065351,0.056807376,-2.5272076,0.47547778
6,1.1532142,5.126045,2.8897715,-2.8202221,0.49425125
6,3.0802736,2.4056027,0.14906853,-2.3607073,0.4680333
6,2.6284616,5.8434076,1.8205259,-3.4930253,0.47160032
6,2.455298,1.4220471,-1.9939308,-2.4686308,0.45528376
6,2.5465298,-0.49892172,-0.41632092,-2.0770597,0.46291885
7,3.640099,0.055386305,0.6756716,-1.9278283,0.47334185
7,2.5767365,1.2405239,-2.3912227,-2.3740594,0.45293206
7,2.6966896,3.5951114,1.1673621,-2.7113717,0.4760087
7,1.0115379,-1.4148339,0.60689956,-1.011357,0.4607728
7,0.96524125,4.914919,-0.10761118,-4.01492,0.47603625
7,2.0103786,4.62339,2.3859239,-3.5057588,0.4909417
7,2.1570766,2.4603531,1.76679,-2.9097693,0.49321502
7,4.19766,-2.369566,-3.631582,-2.3471022,0.4356196
7,4.1687927,0.05457506,-3.0272548,-2.8426263,0.44789836
7,2.5285532,-0.8544034,-0.6359504,-1.9639022,0.46226785
7,2.0833895,3.462513,0.90463334,-2.6105669,0.47587028
7,5.252655,5.9245634,-4.0672073,-4.8781605,0.42544845
7,2.1508594,2.9508111,2.0103967,-2.9164212,0.49202996
7,2.24046,5.957806,0.091358215,-3.5102005,0.45505664
7,3.0775445,3.063719,0.68181616,-1.8423629,0.458119
7,2.0122492,0.78255403,1.5647987,-1.1331674,0.46419135
8,3.2130744,0.6953432,-1.343786,-2.9614873,0.46872154
8,3.4269528,7.0055995,0.17449431,-3.937126,0.4453528
8,3.7638834,-2.4103901,-3.714945,-2.0682487,0.43677554
8,2.9927766,-0.95822555,-2.2739344,-2.1857486,0.4519755
8,4.9344835,-3.5384605,-4.2968283,-1.9374497,0.42867354
8,3.9841373,1.6355127,-2.8933473,-2.951299,0.45094398
8,2.4800057,4.8952885,-0.7284262,-2.9247613,0.4524679
8,1.9561837,4.8665037,2.3450792,-3.5981128,0.48996645
8,2.3051708,2.023211,-1.3067753,-3.2021143,0.4720653
8,2.1525512,-1.5298191,-1.8807522,-2.038222,0.4555657
8,2.8928616,1.1667691,-0.7278141,-2.9788022,0.47472933
8,2.6621027,2.544304,-1.0872526,-2.3941238,0.4600854
8,3.0240533,4.6591387,1.6102791,-1.9779358,0.45300174
8,2.2939405,0.55508643,0.280211,-2.5192823,0.4786979
8,3.3969166,3.4677122,-2.5635633,-3.7619257,0.45607042
8,1.7955997,5.6758227,2.9138541,-2.130463,0.48006588
9,1.175665,4.386101,-1.6774019,-4.307892,0.47294518
9,1.9756186,6.4805474,0.4170836,-3.9184678,0.4604531
9,3.5419557,-0.23503292,-1.6718901,-2.5476618,0.46413106
9,1.4734043,5.067749,2.2957952,-3.471857,0.48984572
9,3.3656998,0.14381382,-3.5571227,-3.9002519,0.46099716
9,4.152511,2.4528794,-3.3066695,-3.7424798,0.45595852
9,1.3392794,3.006168,1.7095143,-2.603598,0.48769173
9,2.9111347,0.07349704,-0.024359353,-1.5537795,0.46882203
9,5.34555,0.7031032,-4.1599684,-3.161958,0.4444179
9,4.2234898,0.7305939,-2.6222878,-1.910781,0.4453133
9,2.8649569,-0.6125801,-2.0154433,-1.718167,0.45361257
9,3.6778712,-2.8488657,-0.6849044,0.029361315,0.442444
9,5.119836,-1.3440408,-4.2272406,-3.0259497,0.44513315
9,2.3515527,1.0567905,1.9236283,-1.6629572,0.47463572
9,1.9547708,3.1072178,0.8633766,-2.9728272,0.4868417
9,2.489293,-1.7991221,-2.2967484,-1.9538025,0.45385242
10,3.1494832,4.5830474,1.9550387,-1.9410615,0.45477742
10,2.1262014,3.3266995,0.80242246,-2.4449215,0.4744756
10,1.6662424,-0.6081906,0.5635601,-1.0819341,0.46359003
10,2.207251,3.9724844,2.477171,-2.1386402,0.47583082
10,2.3841212,1.1384869,0.6113365,-2.5383134,0.48642415
10,3.7912238,3.2708552,-0.657174,-2.0760796,0.44937456
10,3.0114074,3.4385755,-2.6546814,-3.861832,0.46234447
10,2.7855294,5.622561,0.4904874,-3.7366762,0.46241042
10,1.8776866,-0.56920564,0.6517711,-1.6537268,0.47285956
10,2.4741776,5.137987,-0.08266087,-3.4123096,0.46028966
10,1.7147183,-1.5692639,-0.6865481,-2.0538101,0.47117737
10,0.9532139,4.805833,1.0041925,-3.7682025,0.48503795
10,3.7559438,3.9364989,-1.642895,-2.603912,0.4456671
10,3.720613,2.4145055,-0.43983603,-0.76896805,0.43222442
10,1.3341774,6.50966,1.1505553,-2.7986577,0.4652437
10,4.683719,6.998903,-3.55255,-5.2996273,0.42910588
11,1.5946864,4.415237,-0.85699517,-3.5406897,0.46915644
11,1.6862593,-0.07944975,-1.7360278,-2.0068114,0.46528065
11,3.4627516,0.81087166,-2.4163084,-2.1209402,0.45882824
11,2.904657,3.2273324,0.9831364,-3.4984174,0.48989362
11,3.080354,1.5301161,-1.6235278,-2.9016685,0.47307247
11,1.6807275,-0.3676379,0.6476025,-1.6248087,0.4737165
11,4.532797,6.2042146,-2.6584733,-4.806634,0.44167176
11,2.3715742,4.359692,-1.163732,-3.5563407,0.46473697
11,1.8308619,0.16619322,1.0416625,-1.7908992,0.47853786
11,2.6120281,5.534602,2.3199215,-2.955623,0.47196534
11,3.6175144,0.025203811,-2.4572723,-1.9619937,0.45889878
11,2.6590052,3.2843137,-0.24172786,-2.6277223,0.46931082
11,1.7340193,4.902627,-2.0780852,-3.9133482,0.45839113
11,2.0774906,6.7582645,2.6310017,-3.4556227,0.47659838
11,1.5577279,-1.757653,0.26037276,-0.39789465,0.45314503
11,1.46557,5.331902,0.00941971,-4.058509,0.47197276
12,3.7823915,-0.7837156,-3.5435884,-3.033113,0.46636984
12,2.085945,6.7782207,1.5232261,-4.100737,0.47065446
12,2.5937364,4.3586617,1.3090078,-2.884865,0.4719117
12,3.1738482,-0.60384464,-2.5469754,-2.2953098,0.46516305
12,2.2272482,-0.4748828,-1.2373546,-2.127287,0.47358012
12,4.2911043,-5.0595994,-3.146659,0.08033703,0.43708032
12,4.456467,1.5321078,-3.518818,-2.8559499,0.45645422
12,1.9156091,2.2831204,0.6444423,-2.6387177,0.48948625
12,1.8259299,2.638916,-0.046153396,-2.4512355,0.4774439
12,2.6533508,3.7045987,-0.016751364,-3.9522538,0.4868017
12,3.9499862,8.1719265,-2.2223802,-4.540724,0.4200255
12,0.96348476,6.095536,0.6995146,-3.583543,0.47250083
12,2.3701198,5.3890433,1.9513911,-3.4331388,0.4775574
12,2.2114778,5.926585,1.6534323,-3.2860289,0.46794036
12,4.452751,-2.1665516,-4.04544,-2.0692964,0.45258853
12,1.9076195,3.7110522,0.53898585,-3.4102428,0.48652118
13,3.299574,3.8843527,-4.01684,-4.7493534,0.46611136
13,1.6024008,0.85855293,-0.09531794,-2.2225504,0.48239246
13,4.643488,2.7143173,-2.6565015,-2.670097,0.4551775
13,2.0651815,4.6819963,0.5095998,-2.348512,0.45591015
13,1.9681777,5.8448124,1.871834,-3.1502233,0.47293174
13,2.7135313,1.4970566,-1.2499557,-2.570949,0.47915223
13,2.0047889,5.233632,-0.99848074,-3.827419,0.4632256
13,5.2538195,2.5033095,-3.6022248,-2.877517,0.45137998
13,4.809646,1.6821071,-4.2616243,-4.273659,0.4718462
13,1.4268062,5.2288876,1.0853853,-2.233977,0.46166554
13,4.400135,-1.6980779,-4.036121,-2.9291313,0.46753988
13,2.201663,3.5212326,2.634403,-1.776546,0.47093734
13,3.3253868,0.17810942,-2.7387705,-2.9210975,0.4750843
13,1.6549965,-1.4221343,0.8203511,-1.3816506,0.4754898
13,2.1063073,-0.26426372,0.08407117,-1.7937382,0.47804585
13,3.2229788,4.559774,-3.2303019,-4.6138577,0.46106032
14,2.5858471,0.43580902,-1.13972,-2.7540433,0.48749548
14,1.3229231,5.6975126,-2.2223904,-4.667473,0.46479732
14,2.821247,-1.5779746,-0.73304045,-1.7444583,0.47974023
14,4.1698766,5.0033884,-2.3184009,-3.0206099,0.44214073
14,4.4859023,3.305116,-2.4158373,-2.9048746,0.46104607
14,1.6369069,0.069483794,-0.08433391,-2.1616368,0.485217
14,5.232267,2.6146426,-4.004676,-3.3238313,0.46041223
14,4.217363,-0.11854821,-3.1133327,-2.0862832,0.46762955
14,3.2312787,-3.6772962,-3.2809815,-1.2819349,0.46308526
14,2.8138306,6.006882,-0.24490732,-3.631612,0.45274407
14,3.9064848,-2.222919,-2.6995058,-0.371014,0.45328033
14,2.0742166,3.6647177,-0.40172833,-3.207544,0.4811689
14,3.012181,6.39361,-1.1370658,-4.004019,0.4488472
14,2.6258206,-2.6717303,-1.2147781,-1.12697,0.46813726
14,2.996389,-0.7778032,-2.0584605,-1.8678665,0.47236547
14,5.4966087,-2.7790768,-3.9350393,-0.1802016,0.4447665
15,4.31581,-4.0650115,-3.9121778,-0.14232633,0.45146063
15,3.6837804,0.6397933,-0.49800828,-1.1216614,0.4660492
15,1.4409292,1.5947797,2.0336928,-2.4571133,0.4937719
15,1.2395391,5.296376,-1.4453107,-4.15436,0.4698899
15,3.9474657,2.2586193,-0.95298016,-2.094146,0.46824682
15,2.7786508,3.3204832,0.66902685,-3.0997546,0.48933494
15,3.5006115,3.795793,1.4087627,-1.8861694,0.45620877
15,2.7973816,5.528208,-3.1287515,-3.9743905,0.45062226
15,4.4327273,-2.2000313,-3.5567412,-1.1828598,0.4635003
15,4.6358232,-0.42048955,-3.5049543,-1.4852315,0.46398908
15,1.1454085,4.9574766,1.305446,-3.5338225,0.4847296
15,2.9495199,2.731621,1.7799708,-1.3468956,0.45716298
15,2.5890245,2.1859887,0.0069467803,-1.8038375,0.47219223
15,4.4965816,-2.199125,-3.4844637,-0.07010802,0.4490932
15,5.3222036,-4.786385,-3.2025528,0.18190597,0.45358714
15,3.0304022,5.466182,-1.3402698,-4.2403636,0.4662154
16,-0.18504472,3.277709,2.2958841,-2.8191342,0.49230537
16,0.80894166,2.6107876,0.9917113,-2.632648,0.49312913
16,2.981598,7.071431,0.0022672764,-4.1892715,0.4531237
16,2.8168867,3.4938474,-2.0775392,-3.774669,0.48575106
16,2.2861183,4.241517,1.1354367,-2.4328198,0.4654337
16,3.7095098,5.0270863,-0.14058645,-2.2740846,0.44193733
16,3.4424112,3.4261966,-3.2711751,-3.5937939,0.47757834
16,2.7676399,3.8183331,-1.2756261,-3.415057,0.48062316
16,2.5978491,2.8558946,-2.2039607,-3.0453415,0.48324248
16,2.510186,5.6616225,-0.1059051,-3.1406915,0.45264447
16,2.1237195,-0.9838425,-0.69299936,-1.6227607,0.48191392
16,1.8601285,-2.9104762,-2.2104332,-1.336518,0.4763733
16,2.0884924,4.5589046,2.0154998,-2.492337,0.47292444
16,2.6107268,6.061415,0.34905565,-3.2373188,0.45292234
16,4.5340557,3.834172,-3.3303547,-3.0467403,0.4598567
16,1.4017152,2.319529,2.2783492,-2.1009688,0.48469737
17,4.376958,-3.5886798,-3.3279078,-0.17363204,0.4659265
17,4.4816213,-0.18226542,-2.3537285,-1.8258481,0.4849983
17,2.7296658,-0.08122482,-0.54903424,-1.7596263,0.48864022
17,3.2081985,5.924982,-0.25687817,-3.4850428,0.4528523
17,3.32736,2.5604408,-0.79045284,-1.8373256,0.4688334
17,2.9627707,2.5723643,0.19248405,-1.7254999,0.4692916
17,3.6783762,4.7530107,-3.1581635,-4.101386,0.46845594
17,3.9480345,0.25171116,-2.2766485,-2.4541457,0.49141446
17,5.264756,-0.6617252,-4.4407754,-1.5740069,0.47290766
17,2.4644473,7.1683717,0.71611226,-3.2860205,0.44533518
17,2.8062925,8.5867195,3.461525,-2.6405265,0.45263278
17,3.1426373,-0.74212,-0.06986919,-0.9832605,0.476946
17,4.9871435,-1.4368078,-3.0643687,-1.09049,0.47693813
17,1.9423863,3.4169896,1.469778,-2.4222178,0.4804298
17,2.0340283,1.6144735,-1.0893872,-2.7515514,0.49591896
17,4.273239,-1.770603,-3.9346051,-1.2070158,0.47376907
18,4.1465273,1.6364788,-2.583157,-2.706214,0.49117988
18,2.569907,-0.16776556,-0.024530906,-1.1001894,0.4778077
18,3.4177039,2.472998,0.6681618,-1.775538,0.47054422
18,2.408364,3.0101564,1.2254442,-1.2791,0.45602885
18,4.233647,-0.9073866,-3.3035376,-1.2795835,0.48153657
18,3.2274394,-1.4209642,-2.0871532,-1.707832,0.4920328
18,3.211403,2.2282197,-2.0085418,-2.8873956,0.4935272
18,3.7103834,-1.174441,-2.281525,-1.9501933,0.49405363
18,3.136007,3.5626323,0.5711272,-2.0257604,0.46496332
18,2.4061744,0.59751713,-0.73128635,-1.0625516,0.47107956
18,3.2511902,3.9482799,-0.052223988,-1.7634889,0.45236707
18,3.8827038,-1.182546,-2.6206386,-1.9060676,0.4922792
18,5.0226054,-4.4504366,-2.97851,0.5197235,0.4655811
18,4.156945,-1.03706,-2.4506495,-1.4667573,0.4875897
18,3.045751,4.0479116,-0.2222233,-3.4487522,0.48623472
18,2.4204285,3.04511,-2.0214665,-3.807559,0.5002819
19,4.0274,-1.0126463,-3.706521,-2.5441773,0.5029084
19,3.2518303,-0.3775565,-1.8495882,-1.1306862,0.4842039
19,3.4821074,-2.259995,-2.3915582,-0.8951539,0.4850241
19,3.109285,5.4607277,1.4183501,-2.914132,0.46184555
19,3.05462,7.5093784,0.9521059,-3.766272,0.4503113
19,3.30764,3.1586595,-3.117709,-3.9922101,0.49940085
19,2.3471525,2.084113,-0.9975278,-2.4272938,0.49530926
19,3.1956944,6.3875194,-0.9368422,-4.0448294,0.45715332
19,3.7080736,7.2785397,-1.4132575,-3.7510297,0.43313068
19,3.598565,9.085509,1.174143,-2.9663837,0.41580567
19,2.5267892,0.27416316,-2.1575933,-2.7619023,0.50520664
19,4.5352488,-3.202321,-3.3515055,-0.030434672,0.47540233
19,4.3375435,1.5697944,-2.5025735,-2.624452,0.49518418
19,2.123683,8.934046,3.5361066,-2.1884449,0.44262072
19,2.318632,0.7293844,-0.19733907,-2.35583,0.5028203
19,1.8203646,1.1418052,-0.061385997,-0.79875135,0.46087456
20,4.342239,-3.3358595,-3.5322683,-0.34920242,0.48623398
20,2.6772747,7.063888,0.91082335,-2.880009,0.43955296
20,4.1197543,0.18627103,-2.3644402,-1.0843028,0.4856885
20,5.382499,7.1135964,-4.1438622,-3.2653322,0.420248
20,2.0082958,0.41724467,0.6933639,-2.0438468,0.49988893
20,3.526142,6.0117,-1.5498656,-2.9772167,0.4421083
20,4.9883823,2.401744,-4.0420785,-3.590266,0.5022628
20,4.7601633,4.306187,-1.5233124,-2.0506458,0.44866717
20,4.5764604,-3.1445076,-3.3639193,0.42825374,0.47421074
20,4.135201,1.5596449,-2.8558874,-2.4070535,0.49623263
20,4.2178154,-4.17184,-3.919262,-0.72509027,0.49513555
20,1.2685125,8.155651,1.6216594,-3.7133229,0.45701563
20,2.19713,1.7503462,-0.8794487,-2.8325937,0.50757504
20,3.2826645,2.3455813,0.04318974,-2.0525248,0.48731777
20,5.1622095,4.802433,-2.8644757,-2.126359,0.4417825
20,3.1612856,5.2625647,0.42160663,-2.3894255,0.44776276
21,2.688447,3.6284103,-1.5989724,-2.3938093,0.4780581
21,5.3010883,1.612847,-4.396518,-2.2264166,0.49277636
21,2.1050127,5.3679833,1.7081716,-1.7750256,0.44583255
21,1.2518202,5.0527387,2.1962395,-2.8034122,0.47953668
21,2.7180624,4.983162,0.8933172,-2.379176,0.45607394
21,2.9504952,-1.7001487,-1.0914031,-0.9724645,0.493102
21,3.0706816,4.7402177,1.3842332,-1.9124001,0.44873893
21,4.2235537,8.913671,1.128589,-1.486366,0.38770166
21,1.806716,5.44985,0.70705014,-2.4332016,0.45196453
21,3.8867996,8.035751,-1.3740443,-3.9202704,0.42775792
21,3.1304188,1.0575515,-1.8710452,-2.648857,0.51011914
21,1.5933706,7.6533685,1.5105376,-2.181979,0.4392412
21,3.4019818,-3.380344,-1.8303571,0.29297298,0.4776517
21,2.9234066,1.6619717,-1.5388494,-2.7687676,0.50873613
21,1.9030273,5.415881,0.098348536,-3.1370258,0.4626661
21,3.3830276,0.62832195,0.069567256,-0.921886,0.4763468
22,3.242138,0.29406053,-0.957909,-1.4144697,0.5012839
22,2.9496114,3.6249657,0.68123186,-2.2063074,0.47183362
22,2.6698794,3.2531073,1.3503871,-2.1226895,0.4749013
22,2.5189748,1.944441,1.0468681,-2.137765,0.49883434
22,4.024242,2.5624988,-1.9806651,-1.5162812,0.47650453
22,1.8107978,0.46570382,0.03927976,-1.9858841,0.5038405
22,4.6497464,-2.9027164,-4.0648966,-1.6403,0.5206814
22,3.4497905,1.5026791,-2.1912518,-1.9920388,0.50256455
22,3.4510388,-2.0618947,-3.4799783,-0.30079487,0.48938322
22,1.6545786,-2.3892825,-1.4533072,-1.1326829,0.50105715
22,1.9074538,7.381635,1.8454633,-2.5032244,0.4454249
22,1.5441445,0.6865237,1.0995674,-0.8687655,0.46922997
22,3.1858222,-2.2800367,-2.6732452,-1.0731325,0.5043727
22,3.2994883,-0.7612918,-0.18744202,-1.1745092,0.5000532
22,2.90189,8.372666,1.8496325,-2.2386582,0.4239701
22,5.878939,1.5829798,-4.6966233,-2.3213058,0.500971
23,1.6434283,3.1764777,-0.35331443,-2.9616294,0.50792694
23,2.3945506,4.6802273,0.7984221,-2.9796314,0.47401866
23,4.780239,-2.906489,-3.6915364,-0.46027058,0.51016444
23,3.1024563,3.241525,-1.8605543,-2.7526507,0.5024055
23,5.1705837,-0.6938102,-3.8726573,-1.5732691,0.51666087
23,5.702808,-5.16536,-3.6576407,1.286395,0.49291703
23,2.35081,0.6900472,0.13310458,-1.8687726,0.50644714
23,1.5915121,2.8930862,0.8945878,-2.4453564,0.4984828
23,4.1092076,5.878723,-1.7063831,-2.3341472,0.43507156
23,1.122652,0.65613645,1.189308,-2.0339017,0.50152844
23,5.5495696,7.0695896,-4.0404267,-3.4340587,0.43641144
23,4.3959246,2.8888826,-3.2336361,-3.0591927,0.51093036
23,3.1069589,-2.847882,-1.5711355,-0.31778365,0.49628425
23,5.379894,6.9242454,-4.2302566,-3.6397753,0.44357863
23,1.6540371,0.9552995,-0.53481925,-1.4017371,0.49113378
23,4.2227216,0.76470166,-1.2314109,-0.4100328,0.47636217
24,3.0591853,2.8555024,-0.8637649,-2.0133924,0.4945915
24,1.5685272,5.3363457,2.0676923,-2.9362838,0.4760413
24,4.652253,-3.3800755,-3.6929758,-0.46570447,0.51926494
24,2.4164307,1.351861,0.09519823,-1.7829735,0.50390923
24,4.178728,0.31602332,-3.62958,-3.0814714,0.5373129
24,2.6252742,-0.81530905,-0.26433122,-0.5992384,0.4906537
24,4.1617303,6.6227283,-0.45072895,-1.9052072,0.41631645
24,3.5276558,5.2773833,-0.3437174,-2.3798969,0.44802544
24,5.498779,0.6879382,-2.859224,-1.5102557,0.5134029
24,5.60211,5.559774,-4.5964365,-1.3910199,0.43158647
24,4.4850883,4.486956,-2.6401875,-2.7967777,0.48157242
24,3.0688837,0.06109078,-2.2196386,-2.2502687,0.52581966
24,2.913925,7.2847266,0.26168764,-2.9901164,0.43475178
24,3.5223224,-1.5718435,-2.3518403,-0.90377814,0.51139283
24,2.3281224,-0.87074345,-0.2987764,-1.0170264,0.49962348
24,3.026977,7.8362746,-1.5535514,-3.3644574,0.4242568
25,4.2247953,1.314924,-2.6679735,-1.2643088,0.50606817
25,5.5493126,6.922316,-4.0782847,-1.9872988,0.41704756
25,4.104368,-1.8258294,-3.2639847,-1.2510393,0.52968985
25,3.9384093,5.822985,-2.3726788,-3.1149585,0.46033767
25,1.9660773,5.0854464,1.7891603,-2.6316295,0.46946284
25,2.8129027,7.296541,1.5361583,-3.2459831,0.4482156
25,3.3505323,-0.7991897,-0.4921714,-1.0576497,0.5117526
25,4.5971804,9.5989685,0.0788567,-1.998238,0.38041148
25,2.3566825,6.7529044,1.3376127,-2.719612,0.4448083
25,4.842126,5.844275,-3.7111025,-2.5485737,0.45445198
25,4.8141108,1.3302398,-4.259757,-3.2339,0.53920496
25,1.6413953,6.1158614,2.4521825,-2.3827062,0.46007645
25,2.7038527,3.4605865,0.16124563,-2.1695385,0.48793298
25,4.032045,2.6240723,0.6422251,-1.2353885,0.46474525
25,1.3694357,4.780653,1.2989737,-2.956944,0.47789901
25,2.0054765,5.9675493,2.1856503,-1.5144511,0.43933317
26,2.8728483,7.4537244,0.83934164,-3.5293937,0.44754514
26,5.0767736,4.3343787,-3.4753525,-1.2029221,0.46213216
26,3.407909,2.848031,1.1820517,-2.272255,0.48844185
26,4.0754013,-1.8236988,-3.057677,-0.12636423,0.5153726
26,3.3619459,5.406562,-1.7088923,-2.847404,0.4654812
26,4.407287,0.7930781,-3.8299866,-0.7832483,0.5112326
26,3.6993918,2.6043186,-0.39428678,-1.3643428,0.48588443
